Trade number,Type,Date and time,Signal,Price JPY,Size (qty),Size (value),Net PnL JPY,Return %,Commission JPY,Favorable excursion JPY,Favorable excursion %,Adverse excursion JPY,Adverse excursion %,Cumulative PnL JPY,Cumulative PnL %,Duration (bars)
82,Exit short,2025-07-11 08:00,RUN EXIT | IN:HYBRID | OUT:MR,146.766,0.8,117.2696,-0.14,-0.12,0,0.67,0.57,-0.48,-0.41,-2.35,0.00,51
82,Entry short,2025-07-09 05:00,MR-S | IN:HYBRID,146.587,0.8,117.2696,-0.14,-0.12,0,0.67,0.57,-0.48,-0.41,-2.35,0.00,51
83,Exit short,2025-07-15 18:00,MR FAIL | IN:MR | OUT:MR,147.913,1,147.57,-0.34,-0.23,0,0,0.00,-0.38,-0.26,-2.7,0.00,6
83,Entry short,2025-07-15 12:00,MR-S | IN:MR,147.57,1,147.57,-0.34,-0.23,0,0,0.00,-0.38,-0.26,-2.7,0.00,6
84,Exit short,2025-07-19 03:00,MR FAIL | IN:HYBRID | OUT:MR,148.832,1,148.714,-0.12,-0.08,0,1.8,1.21,-0.36,-0.24,-2.81,0.00,58
84,Entry short,2025-07-16 17:00,MR-S | IN:HYBRID,148.714,1,148.714,-0.12,-0.08,0,1.8,1.21,-0.36,-0.24,-2.81,0.00,58
85,Exit short,2025-07-21 12:00,MR TP1 | IN:MR | OUT:MR,148.297,0.2,29.632,-0.03,-0.09,0,0,0.00,-0.1,-0.34,-2.84,0.00,8
85,Entry short,2025-07-21 04:00,MR-S | IN:MR,148.16,0.2,29.632,-0.03,-0.09,0,0,0.00,-0.1,-0.34,-2.84,0.00,8
86,Exit short,2025-07-22 11:00,RUN EXIT | IN:MR | OUT:HYBRID,147.636,0.8,118.528,0.42,0.35,0,0.86,0.73,-0.4,-0.34,-2.42,0.00,31
86,Entry short,2025-07-21 04:00,MR-S | IN:MR,148.16,0.8,118.528,0.42,0.35,0,0.86,0.73,-0.4,-0.34,-2.42,0.00,31
87,Exit long,2025-07-24 04:00,MR FAIL | IN:HYBRID | OUT:MR,146.436,1,146.944,-0.51,-0.35,0,0.27,0.18,-0.84,-0.57,-2.93,0.00,17
87,Entry long,2025-07-23 11:00,MR-L | IN:HYBRID,146.944,1,146.944,-0.51,-0.35,0,0.27,0.18,-0.84,-0.57,-2.93,0.00,17
88,Exit long,2025-07-25 07:00,MR TP1 | IN:MR | OUT:TREND,147.209,0.2,29.3142,0.13,0.44,0,0.15,0.52,-0.04,-0.15,-2.8,0.00,14
88,Entry long,2025-07-24 17:00,MR-L | IN:MR,146.571,0.2,29.3142,0.13,0.44,0,0.15,0.52,-0.04,-0.15,-2.8,0.00,14
89,Exit long,2025-07-30 06:00,RUN EXIT | IN:MR | OUT:MR,148.424,0.8,117.2568,1.48,1.26,0,1.79,1.53,-0.17,-0.15,-1.32,0.00,85
89,Entry long,2025-07-24 17:00,MR-L | IN:MR,146.571,0.8,117.2568,1.48,1.26,0,1.79,1.53,-0.17,-0.15,-1.32,0.00,85
90,Exit short,2025-08-02 02:00,MR TP1 | IN:TREND | OUT:TREND,147.437,0.2,30.0952,0.61,2.02,0,0.63,2.09,-0.03,-0.11,-0.71,0.00,14
90,Entry short,2025-08-01 12:00,MR-S | IN:TREND,150.476,0.2,30.0952,0.61,2.02,0,0.63,2.09,-0.03,-0.11,-0.71,0.00,14
91,Exit short,2025-08-05 05:00,RUN EXIT | IN:TREND | OUT:MR,146.911,0.8,120.3808,2.85,2.37,0,2.89,2.40,-0.14,-0.11,2.14,0.00,41
91,Entry short,2025-08-01 12:00,MR-S | IN:TREND,150.476,0.8,120.3808,2.85,2.37,0,2.89,2.40,-0.14,-0.11,2.14,0.00,41
92,Exit long,2025-08-07 13:00,MR FAIL | IN:MR | OUT:MR,146.858,1,147.494,-0.64,-0.43,0,0.22,0.15,-0.69,-0.47,1.5,0.00,5
92,Entry long,2025-08-07 08:00,MR-L | IN:MR,147.494,1,147.494,-0.64,-0.43,0,0.22,0.15,-0.69,-0.47,1.5,0.00,5
93,Exit long,2025-08-08 03:00,MR FAIL | IN:MR | OUT:MR,147.144,1,147.49,-0.35,-0.23,0,0.1,0.07,-0.55,-0.37,1.16,0.00,6
93,Entry long,2025-08-07 21:00,MR-L | IN:MR,147.49,1,147.49,-0.35,-0.23,0,0.1,0.07,-0.55,-0.37,1.16,0.00,6
94,Exit long,2025-08-08 17:00,MR TP1 | IN:MR | OUT:MR,147.798,0.2,29.529,0.03,0.10,0,0.04,0.13,-0.02,-0.07,1.19,0.00,2
94,Entry long,2025-08-08 15:00,MR-L | IN:MR,147.645,0.2,29.529,0.03,0.10,0,0.04,0.13,-0.02,-0.07,1.19,0.00,2
95,Exit long,2025-08-11 12:00,RUN EXIT | IN:MR | OUT:MR,147.521,0.8,118.116,-0.1,-0.08,0,0.21,0.18,-0.18,-0.15,1.09,0.00,21
95,Entry long,2025-08-08 15:00,MR-L | IN:MR,147.645,0.8,118.116,-0.1,-0.08,0,0.21,0.18,-0.18,-0.15,1.09,0.00,21
96,Exit short,2025-08-13 14:00,MR TP1 | IN:MR | OUT:HYBRID,147.53,0.2,29.6326,0.13,0.43,0,0.15,0.51,-0.003,-0.01,1.22,0.00,17
96,Entry short,2025-08-12 21:00,MR-S | IN:MR,148.163,0.2,29.6326,0.13,0.43,0,0.15,0.51,-0.003,-0.01,1.22,0.00,17
97,Exit short,2025-08-14 20:00,RUN EXIT | IN:MR | OUT:HYBRID,147.414,0.8,118.5304,0.6,0.51,0,1.56,1.32,-0.01,-0.01,1.82,0.00,47
97,Entry short,2025-08-12 21:00,MR-S | IN:MR,148.163,0.8,118.5304,0.6,0.51,0,1.56,1.32,-0.01,-0.01,1.82,0.00,47
98,Exit long,2025-08-18 12:00,MR TP1 | IN:HYBRID | OUT:MR,147.385,0.2,29.4332,0.04,0.15,0,0.08,0.28,-0.02,-0.06,1.86,0.00,8
98,Entry long,2025-08-18 04:00,MR-L | IN:HYBRID,147.166,0.2,29.4332,0.04,0.15,0,0.08,0.28,-0.02,-0.06,1.86,0.00,8
99,Exit long,2025-08-19 23:00,RUN EXIT | IN:HYBRID | OUT:MR,147.627,0.8,117.7328,0.37,0.31,0,0.76,0.64,-0.07,-0.06,2.23,0.00,43
99,Entry long,2025-08-18 04:00,MR-L | IN:HYBRID,147.166,0.8,117.7328,0.37,0.31,0,0.76,0.64,-0.07,-0.06,2.23,0.00,43
100,Exit long,2025-08-21 20:00,MR TP1 | IN:MR | OUT:TREND,147.801,0.2,29.513,0.05,0.16,0,0.08,0.26,-0.02,-0.06,2.28,0.00,7
100,Entry long,2025-08-21 13:00,MR-L | IN:MR,147.565,0.2,29.513,0.05,0.16,0,0.08,0.26,-0.02,-0.06,2.28,0.00,7
101,Exit long,2025-08-22 21:00,RUN EXIT | IN:MR | OUT:HYBRID,146.853,0.8,118.052,-0.57,-0.48,0,0.97,0.82,-0.61,-0.52,1.71,0.00,32
101,Entry long,2025-08-21 13:00,MR-L | IN:MR,147.565,0.8,118.052,-0.57,-0.48,0,0.97,0.82,-0.61,-0.52,1.71,0.00,32
102,Exit long,2025-08-27 00:00,MR FAIL | IN:HYBRID | OUT:MR,147.391,1,147.538,-0.15,-0.10,0,0.4,0.27,-0.55,-0.37,1.56,0.00,25
102,Entry long,2025-08-25 23:00,MR-L | IN:HYBRID,147.538,1,147.538,-0.15,-0.10,0,0.4,0.27,-0.55,-0.37,1.56,0.00,25
103,Exit long,2025-08-27 12:00,MR TP1 | IN:MR | OUT:MR,147.813,0.2,29.5204,0.04,0.14,0,0.07,0.25,-0.001,0.00,1.6,0.00,4
103,Entry long,2025-08-27 08:00,MR-L | IN:MR,147.602,0.2,29.5204,0.04,0.14,0,0.07,0.25,-0.001,0.00,1.6,0.00,4
104,Exit long,2025-08-28 02:00,RUN EXIT | IN:MR | OUT:MR,147.474,0.8,118.0816,-0.1,-0.09,0,0.46,0.39,-0.25,-0.21,1.5,0.00,18
104,Entry long,2025-08-27 08:00,MR-L | IN:MR,147.602,0.8,118.0816,-0.1,-0.09,0,0.46,0.39,-0.25,-0.21,1.5,0.00,18
105,Exit long,2025-09-01 22:00,MR TP1 | IN:MR | OUT:MR,147.271,0.2,29.403,0.05,0.17,0,0.08,0.27,-0.05,-0.17,1.55,0.00,34
105,Entry long,2025-08-29 12:00,MR-L | IN:MR,147.015,0.2,29.403,0.05,0.17,0,0.08,0.27,-0.05,-0.17,1.55,0.00,34
106,Exit long,2025-09-03 11:00,RUN EXIT | IN:MR | OUT:HYBRID,148.587,0.8,117.612,1.26,1.07,0,1.54,1.31,-0.2,-0.17,2.81,0.00,71
106,Entry long,2025-08-29 12:00,MR-L | IN:MR,147.015,0.8,117.612,1.26,1.07,0,1.54,1.31,-0.2,-0.17,2.81,0.00,71
107,Exit short,2025-09-05 16:00,MR TP1 | IN:MR | OUT:MR,148.174,0.2,29.6346,-0.0002,0.00,0,0.02,0.06,-0.02,-0.07,2.81,0.00,9
107,Entry short,2025-09-05 07:00,MR-S | IN:MR,148.173,0.2,29.6346,-0.0002,0.00,0,0.02,0.06,-0.02,-0.07,2.81,0.00,9
108,Exit short,2025-09-08 09:00,RUN EXIT | IN:MR | OUT:MR,148.082,0.8,118.5384,0.07,0.06,0,1.09,0.92,-0.33,-0.28,2.88,0.00,26
108,Entry short,2025-09-05 07:00,MR-S | IN:MR,148.173,0.8,118.5384,0.07,0.06,0,1.09,0.92,-0.33,-0.28,2.88,0.00,26
109,Exit long,2025-09-11 07:00,MR TP1 | IN:MR | OUT:MR,147.461,0.2,29.4804,0.01,0.04,0,0.05,0.17,-0.06,-0.20,2.89,0.00,30
109,Entry long,2025-09-10 01:00,MR-L | IN:MR,147.402,0.2,29.4804,0.01,0.04,0,0.05,0.17,-0.06,-0.20,2.89,0.00,30
110,Exit long,2025-09-11 23:00,RUN EXIT | IN:MR | OUT:MR,147.057,0.8,117.9216,-0.28,-0.23,0,0.62,0.53,-0.34,-0.29,2.62,0.00,46
110,Entry long,2025-09-10 01:00,MR-L | IN:MR,147.402,0.8,117.9216,-0.28,-0.23,0,0.62,0.53,-0.34,-0.29,2.62,0.00,46
111,Exit short,2025-09-15 19:00,MR TP1 | IN:MR | OUT:HYBRID,147.269,0.2,29.4862,0.03,0.11,0,0.04,0.12,-0.04,-0.12,2.65,0.00,9
111,Entry short,2025-09-15 10:00,MR-S | IN:MR,147.431,0.2,29.4862,0.03,0.11,0,0.04,0.12,-0.04,-0.12,2.65,0.00,9
112,Exit short,2025-09-17 12:00,RUN EXIT | IN:MR | OUT:MR,146.515,0.8,117.9448,0.73,0.62,0,0.98,0.83,-0.14,-0.12,3.38,0.00,50
112,Entry short,2025-09-15 10:00,MR-S | IN:MR,147.431,0.8,117.9448,0.73,0.62,0,0.98,0.83,-0.14,-0.12,3.38,0.00,50
113,Exit short,2025-09-22 11:00,MR FAIL | IN:MR | OUT:HYBRID,148.288,1,147.51,-0.78,-0.53,0,0.04,0.03,-0.87,-0.59,2.6,0.00,23
113,Entry short,2025-09-19 12:00,MR-S | IN:MR,147.51,1,147.51,-0.78,-0.53,0,0.04,0.03,-0.87,-0.59,2.6,0.00,23
114,Exit short,2025-09-23 08:00,MR TP1 | IN:MR | OUT:TREND,147.622,0.2,29.5712,0.05,0.16,0,0.05,0.17,-0.03,-0.09,2.65,0.00,17
114,Entry short,2025-09-22 15:00,MR-S | IN:MR,147.856,0.2,29.5712,0.05,0.16,0,0.05,0.17,-0.03,-0.09,2.65,0.00,17
115,Exit short,2025-09-24 10:00,RUN EXIT | IN:MR | OUT:MR,147.872,0.8,118.2848,-0.01,-0.01,0,0.32,0.27,-0.1,-0.09,2.64,0.00,43
115,Entry short,2025-09-22 15:00,MR-S | IN:MR,147.856,0.8,118.2848,-0.01,-0.01,0,0.32,0.27,-0.1,-0.09,2.64,0.00,43
116,Exit short,2025-09-25 19:00,MR FAIL | IN:MR | OUT:MR,149.246,1,148.839,-0.41,-0.27,0,0.04,0.02,-0.52,-0.35,2.23,0.00,1
116,Entry short,2025-09-25 18:00,MR-S | IN:MR,148.839,1,148.839,-0.41,-0.27,0,0.04,0.02,-0.52,-0.35,2.23,0.00,1
117,Exit short,2025-09-29 15:00,MR TP1 | IN:TREND | OUT:TREND,148.531,0.2,29.9428,0.24,0.79,0,0.25,0.83,-0.05,-0.16,2.47,0.00,27
117,Entry short,2025-09-26 12:00,MR-S | IN:TREND,149.714,0.2,29.9428,0.24,0.79,0,0.25,0.83,-0.05,-0.16,2.47,0.00,27
118,Exit short,2025-10-01 10:00,RUN EXIT | IN:TREND | OUT:MR,147.929,0.8,119.7712,1.43,1.19,0,1.65,1.38,-0.19,-0.16,3.89,0.00,70
118,Entry short,2025-09-26 12:00,MR-S | IN:TREND,149.714,0.8,119.7712,1.43,1.19,0,1.65,1.38,-0.19,-0.16,3.89,0.00,70
119,Exit long,2025-10-03 17:00,MR TP1 | IN:MR | OUT:MR,147.324,0.2,29.4664,-0.002,-0.01,0,0.1,0.33,-0.05,-0.16,3.89,0.00,20
119,Entry long,2025-10-02 21:00,MR-L | IN:MR,147.332,0.2,29.4664,-0.002,-0.01,0,0.1,0.33,-0.05,-0.16,3.89,0.00,20
120,Exit long,2025-10-07 03:00,RUN EXIT | IN:MR | OUT:HYBRID,150.366,0.8,117.8656,2.43,2.06,0,2.51,2.13,-0.21,-0.18,6.32,0.01,54
120,Entry long,2025-10-02 21:00,MR-L | IN:MR,147.332,0.8,117.8656,2.43,2.06,0,2.51,2.13,-0.21,-0.18,6.32,0.01,54
121,Exit short,2025-10-11 01:00,MR TP1 | IN:MR | OUT:TREND,151.716,0.2,30.5598,0.22,0.71,0,0.26,0.85,-0.1,-0.31,6.54,0.01,34
121,Entry short,2025-10-09 15:00,MR-S | IN:MR,152.799,0.2,30.5598,0.22,0.71,0,0.26,0.85,-0.1,-0.31,6.54,0.01,34
122,Exit short,2025-10-13 21:00,RUN EXIT | IN:MR | OUT:MR,152.377,0.8,122.2392,0.34,0.28,0,1.3,1.06,-0.38,-0.31,6.87,0.01,54
122,Entry short,2025-10-09 15:00,MR-S | IN:MR,152.799,0.8,122.2392,0.34,0.28,0,1.3,1.06,-0.38,-0.31,6.87,0.01,54
123,Exit long,2025-10-17 00:00,MR FAIL | IN:MR | OUT:HYBRID,150.332,1,151.243,-0.91,-0.60,0,0.16,0.11,-1.01,-0.67,5.96,0.01,9
123,Entry long,2025-10-16 15:00,MR-L | IN:MR,151.243,1,151.243,-0.91,-0.60,0,0.16,0.11,-1.01,-0.67,5.96,0.01,9
124,Exit short,2025-10-17 21:00,TF EXIT | IN:HYBRID | OUT:MR,150.428,1,150.332,-0.1,-0.06,0,0.95,0.63,-0.26,-0.17,5.87,0.01,21
124,Entry short,2025-10-17 00:00,TF-S | IN:HYBRID,150.332,1,150.332,-0.1,-0.06,0,0.95,0.63,-0.26,-0.17,5.87,0.01,21
125,Exit long,2025-10-20 18:00,MR TP1 | IN:MR | OUT:MR,150.705,0.2,30.0856,0.06,0.18,0,0.16,0.52,-0.04,-0.15,5.92,0.01,21
125,Entry long,2025-10-17 21:00,MR-L | IN:MR,150.428,0.2,30.0856,0.06,0.18,0,0.16,0.52,-0.04,-0.15,5.92,0.01,21
126,Exit long,2025-10-22 11:00,RUN EXIT | IN:MR | OUT:MR,151.759,0.8,120.3424,1.06,0.88,0,1.4,1.16,-0.18,-0.15,6.99,0.01,62
126,Entry long,2025-10-17 21:00,MR-L | IN:MR,150.428,0.8,120.3424,1.06,0.88,0,1.4,1.16,-0.18,-0.15,6.99,0.01,62
127,Exit short,2025-10-23 02:00,MR FAIL | IN:MR | OUT:MR,151.982,1,151.765,-0.22,-0.14,0,0.16,0.11,-0.24,-0.16,6.77,0.01,3
127,Entry short,2025-10-22 23:00,MR-S | IN:MR,151.765,1,151.765,-0.22,-0.14,0,0.16,0.11,-0.24,-0.16,6.77,0.01,3
128,Exit short,2025-10-27 06:00,MR FAIL | IN:MR | OUT:MR,153.072,1,152.864,-0.21,-0.14,0,0.11,0.07,-0.31,-0.20,6.56,0.01,5
128,Entry short,2025-10-25 01:00,MR-S | IN:MR,152.864,1,152.864,-0.21,-0.14,0,0.11,0.07,-0.31,-0.20,6.56,0.01,5
129,Exit short,2025-10-28 11:00,MR TP1 | IN:MR | OUT:HYBRID,151.877,0.2,30.5786,0.2,0.66,0,0.21,0.68,-0.07,-0.24,6.77,0.01,28
129,Entry short,2025-10-27 07:00,MR-S | IN:MR,152.893,0.2,30.5786,0.2,0.66,0,0.21,0.68,-0.07,-0.24,6.77,0.01,28
130,Exit short,2025-10-29 12:00,RUN EXIT | IN:MR | OUT:MR,152.368,0.8,122.3144,0.42,0.34,0,1.08,0.89,-0.29,-0.24,7.19,0.01,53
130,Entry short,2025-10-27 07:00,MR-S | IN:MR,152.893,0.8,122.3144,0.42,0.34,0,1.08,0.89,-0.29,-0.24,7.19,0.01,53
131,Exit short,2025-11-04 17:00,MR TP1 | IN:HYBRID | OUT:TREND,153.577,0.2,30.7774,0.06,0.20,0,0.11,0.37,-0.12,-0.39,7.25,0.01,55
131,Entry short,2025-10-31 09:00,MR-S | IN:HYBRID,153.887,0.2,30.7774,0.06,0.20,0,0.11,0.37,-0.12,-0.39,7.25,0.01,55
132,Exit short,2025-11-05 18:00,RUN EXIT | IN:HYBRID | OUT:MR,153.615,0.8,123.1096,0.22,0.18,0,0.74,0.60,-0.48,-0.39,7.47,0.01,80
132,Entry short,2025-10-31 09:00,MR-S | IN:HYBRID,153.887,0.8,123.1096,0.22,0.18,0,0.74,0.60,-0.48,-0.39,7.47,0.01,80
133,Exit short,2025-11-06 21:00,MR TP1 | IN:MR | OUT:HYBRID,153.409,0.2,30.7498,0.07,0.22,0,0.07,0.24,-0.003,-0.01,7.53,0.01,4
133,Entry short,2025-11-06 17:00,MR-S | IN:MR,153.749,0.2,30.7498,0.07,0.22,0,0.07,0.24,-0.003,-0.01,7.53,0.01,4
134,Exit short,2025-11-07 17:00,RUN EXIT | IN:MR | OUT:MR,153.353,0.8,122.9992,0.32,0.26,0,0.74,0.61,-0.01,-0.01,7.85,0.01,24
134,Entry short,2025-11-06 17:00,MR-S | IN:MR,153.749,0.8,122.9992,0.32,0.26,0,0.74,0.61,-0.01,-0.01,7.85,0.01,24
135,Exit short,2025-11-12 11:00,MR FAIL | IN:MR | OUT:MR,154.738,1,154.248,-0.49,-0.32,0,0.58,0.38,-0.5,-0.32,7.36,0.01,18
135,Entry short,2025-11-11 17:00,MR-S | IN:MR,154.248,1,154.248,-0.49,-0.32,0,0.58,0.38,-0.5,-0.32,7.36,0.01,18
136,Exit short,2025-11-14 12:00,MR TP1 | IN:MR | OUT:MR,154.485,0.2,30.9056,0.01,0.03,0,0.08,0.26,-0.05,-0.15,7.37,0.01,20
136,Entry short,2025-11-13 16:00,MR-S | IN:MR,154.528,0.2,30.9056,0.01,0.03,0,0.08,0.26,-0.05,-0.15,7.37,0.01,20
137,Exit short,2025-11-17 09:00,RUN EXIT | IN:MR | OUT:MR,154.693,0.8,123.6224,-0.13,-0.11,0,0.73,0.59,-0.19,-0.15,7.24,0.01,41
137,Entry short,2025-11-13 16:00,MR-S | IN:MR,154.528,0.8,123.6224,-0.13,-0.11,0,0.73,0.59,-0.19,-0.15,7.24,0.01,41
138,Exit short,2025-11-19 00:00,MR FAIL | IN:MR | OUT:MR,155.69,1,155.232,-0.46,-0.30,0,0.18,0.12,-0.46,-0.30,6.78,0.01,3
138,Entry short,2025-11-18 21:00,MR-S | IN:MR,155.232,1,155.232,-0.46,-0.30,0,0.18,0.12,-0.46,-0.30,6.78,0.01,3
139,Exit short,2025-11-19 17:00,MR FAIL | IN:MR | OUT:MR,156.242,1,155.353,-0.89,-0.57,0,0.14,0.09,-0.9,-0.58,5.89,0.01,8
139,Entry short,2025-11-19 09:00,MR-S | IN:MR,155.353,1,155.353,-0.89,-0.57,0,0.14,0.09,-0.9,-0.58,5.89,0.01,8
140,Exit short,2025-11-22 03:00,MR TP1 | IN:TREND | OUT:TREND,156.391,0.2,31.4354,0.16,0.50,0,0.2,0.62,-0.14,-0.45,6.05,0.01,35
140,Entry short,2025-11-20 16:00,MR-S | IN:TREND,157.177,0.2,31.4354,0.16,0.50,0,0.2,0.62,-0.14,-0.45,6.05,0.01,35
141,Exit short,2025-11-24 21:00,RUN EXIT | IN:TREND | OUT:MR,157.049,0.8,125.7416,0.1,0.08,0,0.78,0.62,-0.57,-0.45,6.15,0.01,53
141,Entry short,2025-11-20 16:00,MR-S | IN:TREND,157.177,0.8,125.7416,0.1,0.08,0,0.78,0.62,-0.57,-0.45,6.15,0.01,53
142,Exit long,2025-11-27 11:00,MR FAIL | IN:MR | OUT:MR,156.004,1,156.475,-0.47,-0.30,0,0.26,0.17,-0.75,-0.48,5.68,0.01,17
142,Entry long,2025-11-26 18:00,MR-L | IN:MR,156.475,1,156.475,-0.47,-0.30,0,0.26,0.17,-0.75,-0.48,5.68,0.01,17
143,Exit long,2025-11-28 13:00,MR TP1 | IN:MR | OUT:MR,156.382,0.2,31.2628,0.01,0.04,0,0.05,0.17,-0.04,-0.14,5.69,0.01,19
143,Entry long,2025-11-27 18:00,MR-L | IN:MR,156.314,0.2,31.2628,0.01,0.04,0,0.05,0.17,-0.04,-0.14,5.69,0.01,19
144,Exit long,2025-11-28 20:00,RUN EXIT | IN:MR | OUT:MR,156.022,0.8,125.0512,-0.23,-0.19,0,0.22,0.17,-0.25,-0.20,5.46,0.01,26
144,Entry long,2025-11-27 18:00,MR-L | IN:MR,156.314,0.8,125.0512,-0.23,-0.19,0,0.22,0.17,-0.25,-0.20,5.46,0.01,26
145,Exit long,2025-12-02 23:00,MR TP1 | IN:MR | OUT:TREND,155.92,0.2,31.0896,0.09,0.30,0,0.15,0.47,-0.01,-0.03,5.55,0.01,20
145,Entry long,2025-12-02 03:00,MR-L | IN:MR,155.448,0.2,31.0896,0.09,0.30,0,0.15,0.47,-0.01,-0.03,5.55,0.01,20
146,Exit long,2025-12-03 15:00,RUN EXIT | IN:MR | OUT:HYBRID,155.675,0.8,124.3584,0.18,0.15,0,0.59,0.47,-0.04,-0.03,5.73,0.01,36
146,Entry long,2025-12-02 03:00,MR-L | IN:MR,155.448,0.8,124.3584,0.18,0.15,0,0.59,0.47,-0.04,-0.03,5.73,0.01,36
147,Exit long,2025-12-08 06:00,MR TP1 | IN:MR | OUT:MR,155.312,0.2,31.003,0.06,0.19,0,0.1,0.31,-0.14,-0.44,5.79,0.01,22
147,Entry long,2025-12-05 08:00,MR-L | IN:MR,155.015,0.2,31.003,0.06,0.19,0,0.1,0.31,-0.14,-0.44,5.79,0.01,22
148,Exit long,2025-12-10 14:00,RUN EXIT | IN:MR | OUT:TREND,156.651,0.8,124.012,1.31,1.06,0,1.55,1.25,-0.54,-0.44,7.1,0.01,78
148,Entry long,2025-12-05 08:00,MR-L | IN:MR,155.015,0.8,124.012,1.31,1.06,0,1.55,1.25,-0.54,-0.44,7.1,0.01,78
149,Exit long,2025-12-15 11:00,MR FAIL | IN:MR | OUT:MR,155.255,1,155.714,-0.46,-0.29,0,0.42,0.27,-0.53,-0.34,6.64,0.01,25
149,Entry long,2025-12-12 10:00,MR-L | IN:MR,155.714,1,155.714,-0.46,-0.29,0,0.42,0.27,-0.53,-0.34,6.64,0.01,25
150,Exit long,2025-12-17 20:00,MR TP1 | IN:MR | OUT:HYBRID,155.438,0.2,31.0018,0.09,0.28,0,0.13,0.41,-0.03,-0.09,6.73,0.01,11
150,Entry long,2025-12-17 09:00,MR-L | IN:MR,155.009,0.2,31.0018,0.09,0.28,0,0.13,0.41,-0.03,-0.09,6.73,0.01,11
151,Exit long,2025-12-18 22:00,RUN EXIT | IN:MR | OUT:MR,155.523,0.8,124.0072,0.41,0.33,0,0.77,0.62,-0.12,-0.09,7.14,0.01,37
151,Entry long,2025-12-17 09:00,MR-L | IN:MR,155.009,0.8,124.0072,0.41,0.33,0,0.77,0.62,-0.12,-0.09,7.14,0.01,37
152,Exit short,2025-12-23 13:00,MR TP1 | IN:MR | OUT:TREND,156.112,0.2,31.4984,0.28,0.88,0,0.32,1.01,-0.02,-0.05,7.42,0.01,23
152,Entry short,2025-12-22 14:00,MR-S | IN:MR,157.492,0.2,31.4984,0.28,0.88,0,0.32,1.01,-0.02,-0.05,7.42,0.01,23
153,Exit short,2025-12-24 20:00,RUN EXIT | IN:MR | OUT:MR,156.011,0.8,125.9936,1.18,0.94,0,1.55,1.23,-0.06,-0.05,8.6,0.01,54
153,Entry short,2025-12-22 14:00,MR-S | IN:MR,157.492,0.8,125.9936,1.18,0.94,0,1.55,1.23,-0.06,-0.05,8.6,0.01,54
154,Exit long,2025-12-26 20:00,MR TP1 | IN:MR | OUT:HYBRID,156.325,0.2,31.1668,0.1,0.32,0,0.13,0.42,-0.02,-0.05,8.7,0.01,19
154,Entry long,2025-12-24 23:00,MR-L | IN:MR,155.834,0.2,31.1668,0.1,0.32,0,0.13,0.42,-0.02,-0.05,8.7,0.01,19
155,Exit long,2025-12-29 14:00,RUN EXIT | IN:MR | OUT:MR,156.081,0.8,124.6672,0.2,0.16,0,0.72,0.57,-0.06,-0.05,8.9,0.01,37
155,Entry long,2025-12-24 23:00,MR-L | IN:MR,155.834,0.8,124.6672,0.2,0.16,0,0.72,0.57,-0.06,-0.05,8.9,0.01,37
156,Exit long,2025-12-31 04:00,MR TP1 | IN:MR | OUT:MR,156.421,0.2,31.2664,0.02,0.06,0,0.04,0.12,-0.004,-0.01,8.91,0.01,4
156,Entry long,2025-12-31 00:00,MR-L | IN:MR,156.332,0.2,31.2664,0.02,0.06,0,0.04,0.12,-0.004,-0.01,8.91,0.01,4
157,Exit long,2026-01-02 17:00,RUN EXIT | IN:MR | OUT:MR,156.845,0.8,125.0656,0.41,0.33,0,0.53,0.43,-0.02,-0.01,9.33,0.01,39
157,Entry long,2025-12-31 00:00,MR-L | IN:MR,156.332,0.8,125.0656,0.41,0.33,0,0.53,0.43,-0.02,-0.01,9.33,0.01,39
158,Exit short,2026-01-06 01:00,MR TP1 | IN:MR | OUT:MR,156.188,0.2,31.3206,0.08,0.27,0,0.08,0.27,-0.08,-0.24,9.41,0.01,8
158,Entry short,2026-01-05 17:00,MR-S | IN:MR,156.603,0.2,31.3206,0.08,0.27,0,0.08,0.27,-0.08,-0.24,9.41,0.01,8
159,Exit short,2026-01-06 22:00,RUN EXIT | IN:MR | OUT:MR,156.576,0.8,125.2824,0.02,0.02,0,0.39,0.31,-0.3,-0.24,9.43,0.01,29
159,Entry short,2026-01-05 17:00,MR-S | IN:MR,156.603,0.8,125.2824,0.02,0.02,0,0.39,0.31,-0.3,-0.24,9.43,0.01,29
160,Exit long,2026-01-08 04:00,MR TP1 | IN:MR | OUT:MR,156.75,0.2,31.3362,0.01,0.04,0,0.02,0.08,-0.02,-0.07,9.44,0.01,6
160,Entry long,2026-01-07 22:00,MR-L | IN:MR,156.681,0.2,31.3362,0.01,0.04,0,0.02,0.08,-0.02,-0.07,9.44,0.01,6
161,Exit long,2026-01-12 08:00,RUN EXIT | IN:MR | OUT:TREND,157.745,0.8,125.3448,0.85,0.68,0,1.22,0.97,-0.18,-0.14,10.29,0.01,58
161,Entry long,2026-01-07 22:00,MR-L | IN:MR,156.681,0.8,125.3448,0.85,0.68,0,1.22,0.97,-0.18,-0.14,10.29,0.01,58
162,Exit short,2026-01-15 08:00,MR TP1 | IN:MR | OUT:HYBRID,158.354,0.2,31.7522,0.08,0.26,0,0.13,0.42,-0.01,-0.04,10.38,0.01,16
162,Entry short,2026-01-14 16:00,MR-S | IN:MR,158.761,0.2,31.7522,0.08,0.26,0,0.13,0.42,-0.01,-0.04,10.38,0.01,16
