Trade number,Type,Date and time,Signal,Price CAD,Size (qty),Size (value),Net PnL CAD,Return %,Commission CAD,Favorable excursion CAD,Favorable excursion %,Adverse excursion CAD,Adverse excursion %,Cumulative PnL CAD,Cumulative PnL %,Duration (bars)
262,Entry short,2026-06-30 14:00,MR-S | IN:HYBRID,1.62197,0.2,0.324394,0.001,0.30,0,0.001,0.33,-0.0002,-0.06,-0.08,0.00,32
263,Exit short,2026-07-02 16:00,RUN EXIT | IN:HYBRID | OUT:MR,1.61957,0.8,1.297576,0.002,0.15,0,0.004,0.33,-0.001,-0.06,-0.08,0.00,50
263,Entry short,2026-06-30 14:00,MR-S | IN:HYBRID,1.62197,0.8,1.297576,0.002,0.15,0,0.004,0.33,-0.001,-0.06,-0.08,0.00,50
264,Exit short,2026-07-07 04:00,MR FAIL | IN:MR | OUT:MR,1.62592,1,1.62339,-0.003,-0.16,0,0.001,0.06,-0.003,-0.18,-0.08,0.00,16
264,Entry short,2026-07-06 12:00,MR-S | IN:MR,1.62339,1,1.62339,-0.003,-0.16,0,0.001,0.06,-0.003,-0.18,-0.08,0.00,16
265,Exit short,2026-07-07 19:00,MR FAIL | IN:MR | OUT:MR,1.62616,1,1.62399,-0.002,-0.13,0,0.0001,0.01,-0.003,-0.16,-0.08,0.00,3
265,Entry short,2026-07-07 16:00,MR-S | IN:MR,1.62399,1,1.62399,-0.002,-0.13,0,0.0001,0.01,-0.003,-0.16,-0.08,0.00,3
266,Exit short,2026-07-08 02:00,MR TP1 | IN:MR | OUT:HYBRID,1.62067,0.2,0.32489,0.001,0.23,0,0.001,0.25,-0.00001,0.00,-0.08,0.00,6
266,Entry short,2026-07-07 20:00,MR-S | IN:MR,1.62445,0.2,0.32489,0.001,0.23,0,0.001,0.25,-0.00001,0.00,-0.08,0.00,6
267,Exit short,2026-07-09 03:00,RUN EXIT | IN:MR | OUT:MR,1.61805,0.8,1.29956,0.01,0.39,0,0.01,0.61,-0.0001,0.00,-0.08,0.00,31
267,Entry short,2026-07-07 20:00,MR-S | IN:MR,1.62445,0.8,1.29956,0.01,0.39,0,0.01,0.61,-0.0001,0.00,-0.08,0.00,31
268,Exit long,2026-07-15 05:00,MR FAIL | IN:MR | OUT:HYBRID,1.60563,1,1.61116,-0.01,-0.34,0,0.0001,0.01,-0.01,-0.36,-0.08,0.00,9
268,Entry long,2026-07-14 20:00,MR-L | IN:MR,1.61116,1,1.61116,-0.01,-0.34,0,0.0001,0.01,-0.01,-0.36,-0.08,0.00,9
269,Exit long,2026-07-15 14:00,MR FAIL | IN:MR | OUT:MR,1.60522,1,1.60674,-0.002,-0.09,0,0.001,0.08,-0.002,-0.12,-0.08,0.00,3
269,Entry long,2026-07-15 11:00,MR-L | IN:MR,1.60674,1,1.60674,-0.002,-0.09,0,0.001,0.08,-0.002,-0.12,-0.08,0.00,3
270,Exit long,2026-07-16 13:00,MR TP1 | IN:MR | OUT:TREND,1.61017,0.2,0.321408,0.001,0.19,0,0.001,0.25,-0.0003,-0.08,-0.08,0.00,16
270,Entry long,2026-07-15 21:00,MR-L | IN:MR,1.60704,0.2,0.321408,0.001,0.19,0,0.001,0.25,-0.0003,-0.08,-0.08,0.00,16
271,Exit long,2026-07-17 01:00,RUN EXIT | IN:MR | OUT:HYBRID,1.60672,0.8,1.285632,-0.0003,-0.02,0,0.004,0.28,-0.002,-0.17,-0.08,0.00,28
271,Entry long,2026-07-15 21:00,MR-L | IN:MR,1.60704,0.8,1.285632,-0.0003,-0.02,0,0.004,0.28,-0.002,-0.17,-0.08,0.00,28
272,Exit long,2026-07-21 08:00,MR TP1 | IN:MR | OUT:HYBRID,1.60652,0.2,0.32066,0.001,0.20,0,0.001,0.29,-0.0002,-0.07,-0.08,0.00,15
272,Entry long,2026-07-20 17:00,MR-L | IN:MR,1.6033,0.2,0.32066,0.001,0.20,0,0.001,0.29,-0.0002,-0.07,-0.08,0.00,15
273,Exit long,2026-07-22 16:00,RUN EXIT | IN:MR | OUT:MR,1.60758,0.8,1.28264,0.003,0.27,0,0.005,0.37,-0.001,-0.07,-0.08,0.00,47
273,Entry long,2026-07-20 17:00,MR-L | IN:MR,1.6033,0.8,1.28264,0.003,0.27,0,0.005,0.37,-0.001,-0.07,-0.08,0.00,47
274,Exit long,2026-07-27 13:00,MR TP1 | IN:HYBRID | OUT:HYBRID,1.60816,0.2,0.32052,0.001,0.35,0,0.001,0.41,-0.0001,-0.03,-0.08,0.00,22
274,Entry long,2026-07-24 15:00,MR-L | IN:HYBRID,1.6026,0.2,0.32052,0.001,0.35,0,0.001,0.41,-0.0001,-0.03,-0.08,0.00,22
275,Exit long,2026-07-28 11:00,RUN EXIT | IN:HYBRID | OUT:MR,1.60508,0.8,1.28208,0.002,0.15,0,0.01,0.41,-0.0004,-0.03,-0.08,0.00,44
275,Entry long,2026-07-24 15:00,MR-L | IN:HYBRID,1.6026,0.8,1.28208,0.002,0.15,0,0.01,0.41,-0.0004,-0.03,-0.08,0.00,44
276,Exit short,2026-07-29 22:00,MR TP1 | IN:MR | OUT:HYBRID,1.60352,0.2,0.320696,-0.00001,0.00,0,0.0001,0.02,-0.0003,-0.10,-0.08,0.00,3
276,Entry short,2026-07-29 19:00,MR-S | IN:MR,1.60348,0.2,0.320696,-0.00001,0.00,0,0.0001,0.02,-0.0003,-0.10,-0.08,0.00,3
277,Exit short,2026-07-30 02:00,RUN EXIT | IN:MR | OUT:MR,1.60924,0.8,1.282784,-0.005,-0.36,0,0.0003,0.03,-0.005,-0.39,-0.08,0.00,7
277,Entry short,2026-07-29 19:00,MR-S | IN:MR,1.60348,0.8,1.282784,-0.005,-0.36,0,0.0003,0.03,-0.005,-0.39,-0.08,0.00,7
278,Exit short,2026-08-03 05:00,MR FAIL | IN:HYBRID | OUT:MR,1.61798,1,1.61342,-0.005,-0.28,0,0.01,0.39,-0.01,-0.35,-0.08,0.00,18
278,Entry short,2026-07-31 11:00,MR-S | IN:HYBRID,1.61342,1,1.61342,-0.005,-0.28,0,0.01,0.39,-0.01,-0.35,-0.08,0.00,18
279,Exit short,2026-08-04 22:00,MR FAIL | IN:MR | OUT:HYBRID,1.62197,1,1.61596,-0.01,-0.37,0,0.001,0.05,-0.01,-0.37,-0.09,0.00,24
279,Entry short,2026-08-03 22:00,MR-S | IN:MR,1.61596,1,1.61596,-0.01,-0.37,0,0.001,0.05,-0.01,-0.37,-0.09,0.00,24
280,Exit long,2026-08-05 21:00,TF EXIT | IN:HYBRID | OUT:MR,1.61964,1,1.62197,-0.002,-0.14,0,0.003,0.18,-0.003,-0.17,-0.09,0.00,23
280,Entry long,2026-08-04 22:00,TF-L | IN:HYBRID,1.62197,1,1.62197,-0.002,-0.14,0,0.003,0.18,-0.003,-0.17,-0.09,0.00,23
281,Exit short,2026-08-06 12:00,MR TP1 | IN:MR | OUT:TREND,1.61818,0.2,0.323928,0.0003,0.09,0,0.0003,0.10,-0.00004,-0.01,-0.09,0.00,15
281,Entry short,2026-08-05 21:00,MR-S | IN:MR,1.61964,0.2,0.323928,0.0003,0.09,0,0.0003,0.10,-0.00004,-0.01,-0.09,0.00,15
282,Exit short,2026-08-07 14:00,RUN EXIT | IN:MR | OUT:MR,1.61583,0.8,1.295712,0.003,0.24,0,0.004,0.34,-0.0002,-0.01,-0.09,0.00,41
282,Entry short,2026-08-05 21:00,MR-S | IN:MR,1.61964,0.8,1.295712,0.003,0.24,0,0.004,0.34,-0.0002,-0.01,-0.09,0.00,41
283,Exit long,2026-08-14 09:00,MR FAIL | IN:MR | OUT:MR,1.6061,1,1.60688,-0.001,-0.05,0,0.003,0.17,-0.001,-0.09,-0.09,0.00,51
283,Entry long,2026-08-12 06:00,MR-L | IN:MR,1.60688,1,1.60688,-0.001,-0.05,0,0.003,0.17,-0.001,-0.09,-0.09,0.00,51
284,Exit long,2026-08-17 21:00,MR TP1 | IN:MR | OUT:MR,1.6068,0.2,0.321198,0.0002,0.05,0,0.001,0.18,-0.0002,-0.05,-0.09,0.00,11
284,Entry long,2026-08-17 10:00,MR-L | IN:MR,1.60599,0.2,0.321198,0.0002,0.05,0,0.001,0.18,-0.0002,-0.05,-0.09,0.00,11
285,Exit long,2026-08-18 10:00,RUN EXIT | IN:MR | OUT:MR,1.60543,0.8,1.284792,-0.0004,-0.03,0,0.002,0.18,-0.001,-0.05,-0.09,0.00,24
285,Entry long,2026-08-17 10:00,MR-L | IN:MR,1.60599,0.8,1.284792,-0.0004,-0.03,0,0.002,0.18,-0.001,-0.05,-0.09,0.00,24
286,Exit long,2026-08-18 22:00,MR TP1 | IN:MR | OUT:MR,1.60836,0.2,0.32162,0.0001,0.02,0,0.0001,0.04,-0.0001,-0.02,-0.09,0.00,1
286,Entry long,2026-08-18 21:00,MR-L | IN:MR,1.6081,0.2,0.32162,0.0001,0.02,0,0.0001,0.04,-0.0001,-0.02,-0.09,0.00,1
287,Exit long,2026-08-20 12:00,RUN EXIT | IN:MR | OUT:MR,1.61075,0.8,1.28648,0.002,0.16,0,0.004,0.34,-0.001,-0.07,-0.09,0.00,39
287,Entry long,2026-08-18 21:00,MR-L | IN:MR,1.6081,0.8,1.28648,0.002,0.16,0,0.004,0.34,-0.001,-0.07,-0.09,0.00,39
288,Exit long,2026-08-24 13:00,MR TP1 | IN:MR | OUT:MR,1.61383,0.2,0.322204,0.001,0.17,0,0.001,0.19,-0.0001,-0.02,-0.09,0.00,6
288,Entry long,2026-08-24 07:00,MR-L | IN:MR,1.61102,0.2,0.322204,0.001,0.17,0,0.001,0.19,-0.0001,-0.02,-0.09,0.00,6
289,Exit long,2026-08-25 20:00,RUN EXIT | IN:MR | OUT:MR,1.6149,0.8,1.288816,0.003,0.24,0,0.01,0.40,-0.0003,-0.02,-0.09,0.00,37
289,Entry long,2026-08-24 07:00,MR-L | IN:MR,1.61102,0.8,1.288816,0.003,0.24,0,0.01,0.40,-0.0003,-0.02,-0.09,0.00,37
290,Exit short,2026-08-28 01:00,MR TP1 | IN:MR | OUT:HYBRID,1.61414,0.2,0.323228,0.0004,0.12,0,0.001,0.17,-0.000004,0.00,-0.08,0.00,8
290,Entry short,2026-08-27 17:00,MR-S | IN:MR,1.61614,0.2,0.323228,0.0004,0.12,0,0.001,0.17,-0.000004,0.00,-0.08,0.00,8
291,Exit short,Open,Open,—,0.8,1.292912,0.005,0.37,0,0.005,0.37,-0.00002,0.00,-0.08,0.00,34
291,Entry short,2026-08-27 17:00,MR-S | IN:MR,1.61614,0.8,1.292912,0.005,0.37,0,0.005,0.37,-0.00002,0.00,-0.08,0.00,34
